ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,CNPJORGAO,RECEITAREALIZADA
201306,2013,Jun,"ENCARGOS GERAIS DO ESTADO",Direta,Executivo,1666.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",2476034000182,
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1.05576667E7,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",,0.0
201306,2013,Jun,FUNDESP-PJ,Direta,Judiciário,833.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",2050330000117,
201306,2013,Jun,"FUNDO ESP. JUIZADOS DO PODER JUDICIARIO",Direta,Judiciário,833.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",1320536000157,
201306,2013,Jun,"FUNDO ESTADUAL DE DESENVOL.DO NORDESTE",Direta,Executivo,500.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",4916251000171,
201306,2013,Jun,"GAB. DO PRESID. DO TRIBUNAL DE JUSTICA",Direta,Judiciário,833.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",2292266000180,
201306,2013,Jun,"GAB. DO SEC.DE INDUSTRIA E COMERCIO",Direta,Executivo,14166.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",1409713000176,
201306,2013,Jun,"GAB. SEC. SEGURANÇA PÚBLICA",Direta,Executivo,101916.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",1409606000148,
201306,2013,Jun,"GAB. SECRETARIA DO TRABALHO",Direta,Executivo,166.67000000000002,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",6019916000170,
201306,2013,Jun,"GAB.DO SEC.DO PLANEJ. E DESENVOLV.",Direta,Executivo,10250.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",2476034000182,
201306,2013,Jun,"GAB.SEC.ASSUNTOS REG.INTEGR. ENTORNO DF",Direta,Executivo,2750.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",7613012000130,
201306,2013,Jun,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",Indireta,Executivo,13166.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS COM OUTRAS ENTIDADES",1246693000160,
201306,2013,Jun,"AG. GOIANA DE DEFESA AGROPECUARIA",Indireta,Executivo,750000.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",6064227000187,
201306,2013,Jun,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,4236416.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",3520933000106,
201306,2013,Jun,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,3859250.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",5470294000139,
201306,2013,Jun,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,1666666.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",3549463000103,
201306,2013,Jun,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,1666666.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",3520902000147,
201306,2013,Jun,"ENCARGOS GERAIS DO ESTADO / SEPLAN",Direta,Executivo,1.065E7,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",2476034000182,
201306,2013,Jun,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,61666.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",,49.03
201306,2013,Jun,"FUNDO CAP. SERV. E MOD. - FUNCAM",Direta,Executivo,9583.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",13301077000143,
201306,2013,Jun,"FUNDO DE FOMENTO A MINERACAO",Direta,Executivo,833.34,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",3609406000164,
201306,2013,Jun,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,1666.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",7004223000176,
201306,2013,Jun,"FUNDO DE TRANSPORTE",Indireta,Executivo,1666.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",13650495000146,
201306,2013,Jun,"FUNDO ESP. JUIZADOS DO PODER JUDICIARIO",Direta,Judiciário,1666.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1320536000157,
201306,2013,Jun,"FUNDO EST. HABITAÇÃO DE INT. SOCIAL",Direta,Executivo,512500.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",,
201306,2013,Jun,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",Direta,Executivo,333.34000000000003,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1460666000195,
201306,2013,Jun,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,333.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",4354889000166,
201306,2013,Jun,"GAB. DO CHEFE DO GABINETE MILITAR",Direta,Executivo,32000.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",37261757000149,
201306,2013,Jun,"GAB. DO PRESID. DO TRIBUNAL DE JUSTICA",Direta,Judiciário,1666.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",2292266000180,
201306,2013,Jun,"GAB. DO PROCURADOR GERAL DE JUSTICA",Direta,N/A,1666.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1409598000130,
201306,2013,Jun,"GAB. DO SEC. GERAL DA GESTÃO",Direta,Executivo,85666.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",5466756000144,
201306,2013,Jun,"GAB. DO SEC.DE AGRIC,PECUÁR. E IRRIGAÇÃO",Direta,Executivo,3169583.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1409622000130,
201306,2013,Jun,"GAB. SEC. DA FAZENDA",Direta,Executivo,2133000.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1409655000180,
201306,2013,Jun,"GAB. SEC. DE GESTÃO E PLANEJAMENTO",Direta,Executivo,1240750.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",2476034000182,
201306,2013,Jun,"GAB. SEC. SEGURANCA PUBLICA",Direta,Executivo,1007916.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1409606000148,
201306,2013,Jun,"GAB. SEC. SEGURANÇA PÚBLICA E JUSTIÇA",Direta,Executivo,1007916.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1409606000148,
201306,2013,Jun,"GAB. SEC.DESENV. REGIÃO METRO. GOIÂNIA",Direta,Executivo,85666.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",13259673000102,
201306,2013,Jun,"GAB. SECRETÁRIO-CHEFE DA CGE",Direta,Executivo,1583.3400000000001,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",13203742000166,
201306,2013,Jun,"JUNTA COMERCIAL EST. GOIÁS - JUCEG",Indireta,Executivo,14416.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",2088698000174,
201306,2013,Jun,"PROTEGE GOIAS",Direta,Executivo,333.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",6084202000145,
201306,2013,Jun,"SEC. DE ARTICULAÇÃO INSTITUCIONAL",Direta,Executivo,,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",5469845000144,744.63
201306,2013,Jun,"SEC.DO MEIO AMB. E DOS REC. HIDRICOS",Direta,Executivo,,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",638357000108,4086.9100000000003
201306,2013,Jun,"SECRETARIA DE CIENCIA E TECNOLOGIA",Direta,Executivo,,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",2017474000171,119483.26000000001
201306,2013,Jun,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,1666.66,"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO",1112580000171,
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,209333.33000000002,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS ESTADOS",,
201306,2013,Jun,FUNDESP-PJ,Direta,Judiciário,416.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS ESTADOS",2050330000117,
201306,2013,Jun,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,498333.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",3520933000106,
201306,2013,Jun,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,299583.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",3521741000106,
201306,2013,Jun,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,208333.33000000002,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",3520902000147,
201306,2013,Jun,DETRAN,Indireta,Executivo,750.0,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",,
201306,2013,Jun,EMATER,Indireta,Executivo,299583.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",13232306000115,247238.17
201306,2013,Jun,FUNDESP-PJ,Direta,Judiciário,833.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",2050330000117,
201306,2013,Jun,"FUNDO MANUT.E REAPAR. DEFENS.-FUNDEPEG",Direta,Executivo,83.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",16628259000111,
201306,2013,Jun,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,333.33,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",4354889000166,
201306,2013,Jun,"GABINETE DO SEC. DE CIENCIA E TECNOL.",Direta,Executivo,179166.67,"OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS",2017474000171,
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,6833.32,"OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS",,0.0
201306,2013,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS",,0.0
201306,2013,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,166.66,"OUTROS SERVICOS",,0.0
201306,2013,Jun,"AGENCIA GOIANA DE DESENVOLV. REGIONAL",Indireta,Executivo,,"OUTROS SERVICOS ADMINISTRATIVOS",3540410000113,589664.18
201306,2013,Jun,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA",Direta,Executivo,416.67,"OUTROS SERVICOS ADMINISTRATIVOS",743928000166,
201306,2013,Jun,"AG. GOIANA DE DEFESA AGROPECUARIA",Indireta,Executivo,833.33,"OUTROS SERVICOS AGROPECUARIOS",6064227000187,144.0
201306,2013,Jun,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,12500.0,"OUTROS SERVICOS AGROPECUARIOS",3521741000106,
201306,2013,Jun,EMATER,Indireta,Executivo,12500.0,"OUTROS SERVICOS AGROPECUARIOS",13232306000115,625.0
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,13416.66,"OUTROS SERVICOS AGROPECUARIOS",,860.4
201306,2013,Jun,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1166.67,"OUTROS SERVICOS DE SAUDE",,384.15000000000003
201306,2013,Jun,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,2333.34,"OUTROS SERVICOS DE SAUDE",2658753000114,384.15000000000003
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,28083.33,"OUTROS SERVICOS EDUCACIONAIS",,6085.0
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,83.33,"OUTROS TRIBUTOS - DIVIDA ATIVA",,8884.04
201306,2013,Jun,EMATER,Indireta,Executivo,119583.33,"RECEITA AGROPECUARIA",13232306000115,0.0
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,5.769166667E7,"RECEITA DA DIVIDA ATIVA",,1.217000127E7
201306,2013,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,5.707525E7,"RECEITA DA DIVIDA ATIVA DO IMPOSTO SOBRE A CIRCULACAO DE MERCADORIAS E PRESTACAO DE SERVICOS - ICMS",,1.132514635E7
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,5.707525E7,"RECEITA DA DIVIDA ATIVA DO IMPOSTO SOBRE A CIRCULACAO DE MERCADORIAS E PRESTACAO DE SERVICOS - ICMS",,1.132514635E7
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,502000.0,"RECEITA DA DIVIDA ATIVA DO IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - IPVA",,622347.83
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,502000.0,"RECEITA DA DIVIDA ATIVA DO IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - IPVA",,622347.83
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,111333.33,"RECEITA DA DIVIDA ATIVA DO IMPOSTO SOBRE A TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS",,206091.03
201306,2013,Jun,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2916.67,"RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS RECEITAS",1409655000180,6034.82
201306,2013,Jun,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,5000.0,"RECEITA DA PRODUCAO ANIMAL E DERIVADOS",3521741000106,
201306,2013,Jun,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,833.33,"RECEITA DA PRODUCAO ANIMAL E DERIVADOS",,
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,89166.66,"RECEITA DA PRODUCAO VEGETAL",,0.0
201306,2013,Jun,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,833.33,"RECEITA DA PRODUCAO VEGETAL",,
201306,2013,Jun,EMATER,Indireta,Executivo,833.33,"RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",13232306000115,
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,833.33,"RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",,
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1666.66,"RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE MEDIO PORTE",,
201306,2013,Jun,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,3333.33,"RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE PEQUENO PORTE",3521741000106,
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,83.33,"RECEITA DE ALIENACAO DE BENS APREENDIDOS",,
201306,2013,Jun,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,83.33,"RECEITA DE ALIENACAO DE BENS APREENDIDOS",1409655000180,
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,5000.0,"RECEITA DE COMERCIALIZAÇÃO DE REFUGOS",,
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,83333.33,"RECEITA DE COMERCIALIZAÇÃO DE SEMENTES E MUDAS",,0.0
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83333.33,"RECEITA DE COMERCIALIZAÇÃO DE SEMENTES E MUDAS",,0.0
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,205166.66,"RECEITA DE CONCESSAO DE DIREITO DE USO EM AREA PUBLICA",,181013.56
201306,2013,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,70000.0,"RECEITA DE CONCESSAO DE DIREITO DE USO EM AREA PUBLICA",,
201306,2013,Jun,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,,"RECEITA DE CONCESSOES E PERMISSOES",3520902000147,113083.34
201306,2013,Jun,"FUNDO DE TRANSPORTE",Indireta,Executivo,9732250.0,"RECEITA DE CONCESSOES E PERMISSOES",13650495000146,58039.36
201306,2013,Jun,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA",Direta,Executivo,87916.67,"RECEITA DE CONCESSOES E PERMISSOES",743928000166,
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,195833.33000000002,"RECEITA DE CONCESSÃO DE TERMINAL RODOVIÁRIO DE PASSAGEIROS",,165094.36000000002
201306,2013,Jun,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,,"RECEITA DE CONCESSÕES E PERMISSÕES - SERVIÇOS DE COMUNICAÇÃO",3520902000147,113083.34
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,,"RECEITA DE CONCESSÕES E PERMISSÕES - SERVIÇOS DE COMUNICAÇÃO",,113083.34
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,811583.3300000001,"RECEITA DE CONSIGNAÇÃO/FALTA",,1017415.98
201306,2013,Jun,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,150000.0,"RECEITA DE CONSIGNAÇÃO/FALTA",544963000156,
201306,2013,Jun,"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL",Direta,Executivo,27333.33,"RECEITA DE CONTRIBUICOES",1038829000146,
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,6.643308333E7,"RECEITA DE CONTRIBUIÇÕES",,6.555754746E7
201306,2013,Jun,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,3750.0,"RECEITA DE HONORARIOS DE ADVOGADOS",3537650000169,0.0
201306,2013,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,750.0,"RECEITA DE LEILOES DE MERCADORIAS APREENDIDAS",,0.0
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,750.0,"RECEITA DE LEILOES DE MERCADORIAS APREENDIDAS",,0.0
201306,2013,Jun,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,,"RECEITA DE ONUS DE SUCUMBENCIA DE ACOES JUDICIAIS",3520933000106,6212.4800000000005
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,255916.67,"RECEITA DE ONUS DE SUCUMBENCIA DE ACOES JUDICIAIS",,814779.42
201306,2013,Jun,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1700083.33,"RECEITA DE OUTORGA DOS SERVICOS DE RADIODIFUSAO SONORA E DE SONS E IMAGENS",,44188.0
201306,2013,Jun,"FUNDO DE FOMENTO A MINERACAO",Direta,Executivo,1700000.0,"RECEITA DE OUTORGA DOS SERVICOS DE RADIODIFUSAO SONORA E DE SONS E IMAGENS",3609406000164,44188.0
201306,2013,Jun,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,345833.33,"RECEITA DE OUTORGA DOS SERVICOS DE TELECOMUNICACOES",,349373.44
201306,2013,Jun,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,35000.0,"RECEITA DE OUTORGA DOS SERVICOS DE TRANSPORTE FERROVIARIO",5470294000139,
201306,2013,Jun,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,262500.0,"TAXAS PELA PRESTACAO DE SERVICOS",5470294000139,7530.0
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,8.907066666E7,"TAXAS PELA PRESTACAO DE SERVICOS",,1.7555890072E8
201306,2013,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,4.680283333E7,"TAXAS PELA PRESTACAO DE SERVICOS",,8.049030008E7
201306,2013,Jun,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,5833333.33,"TAXAS PELA PRESTACAO DE SERVICOS",2658753000114,
201306,2013,Jun,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",Direta,Executivo,144416.67,"TAXAS PELA PRESTACAO DE SERVICOS",1460666000195,442240.85000000003
201306,2013,Jun,"JUNTA COMERCIAL DO EST. DE GOIAS-JUCEG",Indireta,Executivo,1711250.0,"TAXAS PELA PRESTACAO DE SERVICOS",2088698000174,
201306,2013,Jun,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,546333.33,"TAXAS PELO EXERCICIO DO PODER DE POLICIA",3537650000169,623774.81
201306,2013,Jun,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,50000.0,"TAXAS PELO EXERCICIO DO PODER DE POLICIA",5470294000139,
201306,2013,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,31416.670000000002,"TAXAS PELO EXERCICIO DO PODER DE POLICIA",,34113.7
201306,2013,Jun,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,31416.670000000002,"TAXAS PELO EXERCICIO DO PODER DE POLICIA",1409655000180,34113.7
201306,2013,Jun,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,158333.33000000002,"TAXAS PELO EXERCICIO DO PODER DE POLICIA",544963000156,136412.87
201306,2013,Jun,"FUNDO ESTADUAL DO MEIO AMBIENTE - FEMA",Direta,Executivo,,"TAXAS PELO EXERCICIO DO PODER DE POLICIA",1037124000104,4305839.71
201306,2013,Jun,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,902250.0,"TRANFERÊNCIA DO FUNDO NACIONAL DE SAÚDE",544963000156,0.0
201306,2013,Jun,"ESTADO DE GOIAS",N/A,N/A,7895916.67,"TRANSFERENCIA DE COMPENSACAO FINANCEIRA",,1.304927138E7
201306,2013,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,7895916.67,"TRANSFERENCIA DE COMPENSACAO FINANCEIRA",,1.304927138E7
201306,2013,Jun,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,2000.0,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",3521741000106,
201306,2013,Jun,EMATER,Indireta,Executivo,2000.0,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",13232306000115,
201306,2013,Jun,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,166.66,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",,
201306,2013,Jun,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,31833.33,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",,
201306,2013,Jun,FUNDESP-PJ,Direta,Judiciário,416.67,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",2050330000117,
201306,2013,Jun,"FUNDO ESP. JUIZADOS DO PODER JUDICIARIO",Direta,Judiciário,416.67,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",1320536000157,
201306,2013,Jun,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",Direta,Legislativo,1666.67,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",7766390000154,
201306,2013,Jun,"GABINETE DO VICE-GOVERNADOR",Direta,Executivo,83.33,"TRANSFERENCIA DE CONVEN. DE INSTITUICOES PRIVADAS",1409580000219,
201306,2013,Jun,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",Indireta,Executivo,250.0,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",3520933000106,
201306,2013,Jun,"FUNDO DE FOMENTO A MINERACAO",Direta,Executivo,416.67,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",3609406000164,
201306,2013,Jun,"FUNDO ESP. JUIZADOS DO PODER JUDICIARIO",Direta,Judiciário,833.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",1320536000157,
201306,2013,Jun,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,416666.67,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",544963000156,
201306,2013,Jun,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,23333.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",14188263000180,
201306,2013,Jun,"FUNDO MANUT.E REAPAR. DEFENS.-FUNDEPEG",Direta,Executivo,83.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",16628259000111,
201306,2013,Jun,FUNEBOM,Indireta,Executivo,54666.67,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",14786724000117,
201306,2013,Jun,FUNPRODUZIR,Direta,Executivo,166.67000000000002,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",4352350000178,
201306,2013,Jun,"GAB. DO SEC. GERAL DA GESTÃO",Direta,Executivo,9083.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",5466756000144,
201306,2013,Jun,"GAB. SEC. ARTIC. INST. E POLITICA",Direta,Executivo,83.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",5469845000144,
201306,2013,Jun,"GAB. SEC. ARTICULAÇÃO INSTITUCIONAL",Direta,Executivo,83.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",5469845000144,
201306,2013,Jun,"GAB. SEC. SEGURANCA PUBLICA",Direta,Executivo,102583.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",1409606000148,
201306,2013,Jun,"GAB.DO SEC.DE INFRA-ESTRUTURA",Direta,Executivo,749916.67,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",3549012000168,
201306,2013,Jun,"GAB.DO SEC.DO PLANEJ. E DESENVOLV.",Direta,Executivo,41666.67,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",2476034000182,
201306,2013,Jun,"GAB.SECR. DE CIDADANIA E TRABALHO",Direta,Executivo,3250.0,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",37261450000148,
201306,2013,Jun,"GOIÁS TURISMO-AGÊNCIA GOIANA DE TURISMO",Indireta,Executivo,8333.33,"TRANSFERENCIA DE CONVEN. DOS MUNICIPIOS E DE SUAS ENTIDADES",3549463000103,
